Observer,Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,Sampling_date,day,mo,yr,DOY,Season,SeasonCode,Yryly_Temp_old,Species,SppCode,Body_Length,Head_Width,density_per_m2,Body_Width,Height,Length of 1st Antennae,Adult?,has citellum?,b,a,log10(a),unit,equation,dry_mass_mg,Yryly_Temp
David,O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Ancylus fluviatilis,AF,5.24,NA,33.23077,3.92,2.15,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.153114361,12.25
David,O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Ancylus fluviatilis,AF,6.18,NA,33.23077,4.78,2.88,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.969950533,12.25
David,O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Ancylus fluviatilis,AF,6.67,NA,33.23077,5.18,3.11,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.447317701,12.25
David,O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Ancylus fluviatilis,AF,6.91,NA,33.23077,5.37,3,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.697308192,12.25
David,O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Ancylus fluviatilis,AF,5.34,NA,33.23077,4.16,2.42,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.353792154,12.25
David,O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1/4/2019,1,4,2019,91,early,1,12.06920692,Ancylus fluviatilis,AF,4.26,NA,33.23077,3.33,1.76,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.742334134,12.25
David,O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,4.77,NA,41.14286,3.54,2.14,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.875606158,11.24166667
David,O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,4.64,NA,41.14286,3.46,1.73,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.823200199,11.24166667
David,O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,4.23,NA,41.14286,3.13,1.77,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.628014558,11.24166667
David,O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,3.74,NA,41.14286,3.2,1.4,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.666660834,11.24166667
David,O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,3.08,NA,41.14286,2.42,1.02,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.313546161,11.24166667
David,O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,2.82,NA,41.14286,2.17,0.89,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.233583027,11.24166667
David,O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7/6/2018,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,2.57,NA,41.14286,2.1,0.86,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.213792318,11.24166667
David,O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9/3/2018,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,4.66,NA,27.42857,3.9,1.92,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.137298428,10.7
David,O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9/3/2018,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,5.56,NA,27.42857,4.13,2.72,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.327593567,10.7
David,O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9/3/2018,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,5.9,NA,27.42857,4.34,2.27,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.517826985,10.7
David,O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9/3/2018,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,5.49,NA,27.42857,3.91,2.39,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.145189203,10.7
David,O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9/3/2018,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,5.47,NA,27.42857,4.7,2.75,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.882193271,10.7
David,O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9/3/2018,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,4.77,NA,27.42857,3.74,2.1,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.01567164,10.7
David,O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9/3/2018,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,3.23,NA,27.42857,2.67,1.12,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.408865443,10.7
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,6.7,NA,44.19048,5.12,3.36,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.371531484,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,7.36,NA,44.19048,5.65,3.51,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],3.094074803,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,7.31,NA,44.19048,5.47,2.85,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.835083021,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,5.6,NA,44.19048,4.4,3.04,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.575151121,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,5.27,NA,44.19048,3.9,2.13,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.137298428,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,3.24,NA,44.19048,2.37,1.08,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.296360647,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,5.7,NA,44.19048,4.14,2.41,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.336290623,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,5.73,NA,44.19048,4.81,2.5,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.003510885,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,4.41,NA,44.19048,3.44,2.06,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.810415605,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,1.93,NA,44.19048,1.41,0.3,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.072927547,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,4.83,NA,44.19048,3.66,2.09,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.958073727,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,5.4,NA,44.19048,4.23,2.22,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.416181745,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,6.44,NA,44.19048,4.7,2.25,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.882193271,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,5.08,NA,44.19048,3.82,2.19,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.075402594,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,4.4,NA,44.19048,3.39,1.38,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.779003099,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,4.31,NA,44.19048,3.32,1.66,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.736330561,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,5.63,NA,44.19048,2.73,2,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.434149342,11.16666667
David,O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2/6/2017,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,3.81,NA,44.19048,3.13,1.5,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.628014558,11.16666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,6.57,NA,11.42857,4.89,2.85,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.094758299,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,6.43,NA,11.42857,4.71,2.78,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.893025435,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,5.54,NA,11.42857,4.07,2.32,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.276159345,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,4.81,NA,11.42857,3.8,2.07,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.060268138,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,3.81,NA,11.42857,2.99,1.43,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.555024569,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,4.78,NA,11.42857,3.24,2.13,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.689400394,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,5.14,NA,11.42857,3.62,2.1,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.930064655,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,3.63,NA,11.42857,2.93,1.3,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.525463525,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,4.32,NA,11.42857,3.04,1.73,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.580441794,10.96666667
David,O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,3.24,NA,11.42857,2.67,1.34,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.408865443,10.96666667
David,O3_6_7_2016_AF,O3_2016_7_6,KiO3/O3/Rothenbergen,O3,3,grob,6/7/2016,6,7,2016,188,late,2,11.79098499,Ancylus fluviatilis,AF,4.16,NA,3.428571,3.19,1.61,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.661050814,11.29166667
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,5.28,NA,29.14286,3.82,2.34,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.075402594,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,6.39,NA,29.14286,4.85,2.89,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.04881476,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,6.29,NA,29.14286,4.94,2.83,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.153092867,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,5.76,NA,29.14286,4.46,2.62,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.633819663,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,6.42,NA,29.14286,4.06,2.36,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.267711093,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,5.41,NA,29.14286,4.32,2.34,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.499015475,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,5.06,NA,29.14286,3.81,2.31,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.067818484,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,4.11,NA,29.14286,3.02,1.85,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.570188884,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,4.12,NA,29.14286,3.64,1.51,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.944003786,11.35833333
David,O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2016,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,4.58,NA,29.14286,3.27,2.04,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.706771343,11.35833333
David,O3_1_7_2015_AF,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1/7/2015,1,7,2015,182,late,2,11.43368182,Ancylus fluviatilis,AF,5.4,NA,30.4,4.11,2.41,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.310306571,10.98333333
David,O3_1_7_2015_AF,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1/7/2015,1,7,2015,182,late,2,11.43368182,Ancylus fluviatilis,AF,3.45,NA,30.4,2.86,1.01,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.492252907,10.98333333
David,O3_1_7_2015_AF,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1/7/2015,1,7,2015,182,late,2,11.43368182,Ancylus fluviatilis,AF,3.88,NA,30.4,2.87,1.49,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.496913872,10.98333333
David,O3_1_7_2015_AF,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1/7/2015,1,7,2015,182,late,2,11.43368182,Ancylus fluviatilis,AF,2.68,NA,30.4,2.07,0.68,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.205645842,10.98333333
David,O3_1_7_2015_AF,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1/7/2015,1,7,2015,182,late,2,11.43368182,Ancylus fluviatilis,AF,4.03,NA,30.4,2.69,0.98,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.417187374,10.98333333
David,O3_1_7_2015_AF,O3_2015_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1/7/2015,1,7,2015,182,late,2,11.43368182,Ancylus fluviatilis,AF,3.32,NA,30.4,2.32,1.04,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.279780576,10.98333333
David,O3_17_3_2015_AF,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,grob,17/03/2015,17,3,2015,76,early,1,10.40082664,Ancylus fluviatilis,AF,4.99,NA,5.647059,3.96,2.27,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.185160046,11.05
David,O3_17_3_2015_AF,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,grob,17/03/2015,17,3,2015,76,early,1,10.40082664,Ancylus fluviatilis,AF,6.22,NA,5.647059,4.3,2.73,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.480351439,11.05
David,O3_17_3_2015_AF,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,grob,17/03/2015,17,3,2015,76,early,1,10.40082664,Ancylus fluviatilis,AF,5.41,NA,5.647059,3.99,2.63,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.209558335,11.05
David,O3_17_3_2015_AF,O3_2015_3_17,KiO3/O3/Rothenbergen,O3,3,grob,17/03/2015,17,3,2015,76,early,1,10.40082664,Ancylus fluviatilis,AF,5.45,NA,5.647059,4.27,2.59,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.452630848,11.05
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,4.6,NA,48.7619,3.27,1.83,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.706771343,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,4.84,NA,48.7619,3.64,2.13,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.944003786,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,4.07,NA,48.7619,3.4,1.83,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.785223116,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,5.89,NA,48.7619,4.7,2.51,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.882193271,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,5.88,NA,48.7619,4.55,2.59,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.724371241,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,4.8,NA,48.7619,3.41,1.96,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.791474311,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,5.55,NA,48.7619,3.84,2.37,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.090672356,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,5.37,NA,48.7619,4.06,2.17,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.267711093,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,5.75,NA,48.7619,4.29,2.67,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.471074573,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,4.35,NA,48.7619,2.93,1.73,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],0.525463525,11.225
David,O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,21TP,10/3/2014,10,3,2014,69,early,1,11.02946866,Ancylus fluviatilis,AF,6.17,NA,48.7619,5.1,2.96,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.346602211,11.225
David,O3_25_4_2013_AF,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2013,25,4,2013,115,early,1,10.88388592,Ancylus fluviatilis,AF,7.55,NA,4.8,5.63,3.29,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],3.064592018,9.975
David,O3_25_4_2013_AF,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2013,25,4,2013,115,early,1,10.88388592,Ancylus fluviatilis,AF,7.62,NA,4.8,5.54,3.04,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.934109819,9.975
David,O3_25_4_2013_AF,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2013,25,4,2013,115,early,1,10.88388592,Ancylus fluviatilis,AF,7.46,NA,4.8,5.53,3.11,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],2.919831937,9.975
David,O3_25_4_2013_AF,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25/04/2013,25,4,2013,115,early,1,10.88388592,Ancylus fluviatilis,AF,5.04,NA,4.8,3.73,1.97,NA,NA,NA,2.7,0.028840315,-1.54,mg,log10DM = log10a + b[log10L],1.008355905,9.975
