Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,day,mo,yr,DOY,Season,SeasonCode,Species,SppCode,density_per_m2,Yryly_Temp_old,Yryly_Temp
W1_17_3_2015_BR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Einzelexemplar,17,3,2015,76,early,1,Baetis rhodani,BR,5.6,12.51601374,11.16666667
W1_17_3_2015_ET,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17,3,2015,76,early,1,Eiseniella tetraedra,ET,1.6,12.51601374,11.16666667
W1_17_3_2015_ED,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Einzelexemplare,17,3,2015,76,early,1,Ephemera danica,ED,16.8,12.51601374,11.16666667
W1_17_3_2015_ED,W1_2015_3_17,KiW1/W1/Bulau,W1,4,Grob,17,3,2015,76,early,1,Ephemera danica,ED,16.8,12.51601374,11.16666667
W1_2_7_2015_ED,W1_2015_7_2,KiW1/W1/Bulau,W1,4,Grob,2,7,2015,183,late,2,Ephemera danica,ED,29.6,11.89020913,11.14166667
W1_2_7_2015_ED,W1_2015_7_2,KiW1/W1/Bulau,W1,4,Einzelexemplare,2,7,2015,183,late,2,Ephemera danica,ED,29.6,11.89020913,11.14166667
W1_17_3_2015_GR,W1_2015_3_17,KiW1/W1/Bulau,W1,4,grob,17,3,2015,76,early,1,Gammarus roeselii,GR,7.2,12.51601374,11.16666667
W1_2_7_2015_GR,W1_2015_7_2,KiW1/W1/Bulau,W1,4,grob,2,7,2015,183,late,2,Gammarus roeselii,GR,85.71429,11.89020913,11.14166667
Auba_11_4_2016_BR,Auba_2016_4_11,Aubach oh.Wiesthal,Auba,1,grob,11,4,2016,102,early,1,Baetis rhodani,BR,30.93333,10.48670238,10.475
Auba_21_6_2016_BR,Auba_2016_6_21,Aubach oh.Wiesthal,Auba,1,grob,21,6,2016,173,late,2,Baetis rhodani,BR,5.6,10.39995402,10.54166667
Auba_11_4_2016_ED,Auba_2016_4_11,Aubach,Auba,1,Einzelexemplare,11,4,2016,102,early,1,Ephemera danica,ED,27.46667,10.48670238,10.475
Auba_11_4_2016_ED,Auba_2016_4_11,Aubach,Auba,1,Grob,11,4,2016,102,early,1,Ephemera danica,ED,27.46667,10.48670238,10.475
Auba_21_6_2016_ED,Auba_2016_6_21,Aubach,Auba,1,Einzelexemplare,21,6,2016,173,late,2,Ephemera danica,ED,40,10.39995402,10.54166667
Auba_21_6_2016_ED,Auba_2016_6_21,Aubach,Auba,1,Grob,21,6,2016,173,late,2,Ephemera danica,ED,40,10.39995402,10.54166667
Auba_11_4_2016_HS,Auba_2016_4_11,Aubach,Auba,1,Grob,11,4,2016,102,early,1,Hydropsyche siltalai,HS,44.26667,10.48670238,10.475
Auba_11_4_2016_HS,Auba_2016_4_11,Aubach,Auba,1,Einzelexemplare,11,4,2016,102,early,1,Hydropsyche siltalai,HS,44.26667,10.48670238,10.475
Auba_21_6_2016_HS,Auba_2016_6_21,Aubach,Auba,1,Einzelexemplare,21,6,2016,173,late,2,Hydropsyche siltalai,HS,1.6,10.39995402,10.54166667
Auba_11_4_2016_OV,Auba_2016_4_11,Aubach oh Wiesenthal,Auba,1,grob,11,4,2016,102,early,1,Orectochilus villosus,OV,2.666667,10.48670238,10.475
Bieb_21_6_2016_AF,Bieb_2016_6_21,Bieber oh. Roﬂbach,Bieb,2,grob,21,6,2016,173,late,2,Ancylus fluviatilis,AF,3,10.48123791,10.69166667
Bieb_11_4_2016_BR,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,Baetis rhodani,BR,39.31429,10.6375945,10.625
Bieb_21_6_2016_BR,Bieb_2016_6_21,Bieber,Bieb,2,grob,21,6,2016,173,late,2,Baetis rhodani,BR,5.3,10.48123791,10.69166667
Bieb_11_4_2016_ET,Bieb_2016_4_11,Bieber,Bieb,2,Einzelexemplar,11,4,2016,102,early,1,Eiseniella tetraedra,ET,14.51429,10.6375945,10.625
Bieb_11_4_2016_ET,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,Eiseniella tetraedra,ET,14.51429,10.6375945,10.625
Bieb_21_6_2016_ET,Bieb_2016_6_21,Bieber,Bieb,2,grob,21,6,2016,173,late,2,Eiseniella tetraedra,ET,3,10.48123791,10.69166667
Bieb_11_4_2016_ED,Bieb_2016_4_11,Bieber,Bieb,2,Grob,11,4,2016,102,early,1,Ephemera danica,ED,38.51429,10.6375945,10.625
Bieb_11_4_2016_ED,Bieb_2016_4_11,Bieber,Bieb,2,Einzelexemplare,11,4,2016,102,early,1,Ephemera danica,ED,38.51429,10.6375945,10.625
Bieb_21_6_2016_ED,Bieb_2016_6_21,Bieber,Bieb,2,Einzelexemplare,21,6,2016,173,late,2,Ephemera danica,ED,5.3,10.48123791,10.69166667
Bieb_21_6_2016_ED,Bieb_2016_6_21,Bieber,Bieb,2,Grob,21,6,2016,173,late,2,Ephemera danica,ED,5.3,10.48123791,10.69166667
Bieb_11_4_2016_GR,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,Gammarus roeselii,GR,3.428571,10.6375945,10.625
Bieb_11_4_2016_HS,Bieb_2016_4_11,Bieber,Bieb,2,Einzelexemplare,11,4,2016,102,early,1,Hydropsyche siltalai,HS,112.9143,10.6375945,10.625
Bieb_11_4_2016_HS,Bieb_2016_4_11,Bieber,Bieb,2,Grob,11,4,2016,102,early,1,Hydropsyche siltalai,HS,112.9143,10.6375945,10.625
Bieb_21_6_2016_HS,Bieb_2016_6_21,Bieber,Bieb,2,Grob,21,6,2016,173,late,2,Hydropsyche siltalai,HS,9.1,10.48123791,10.69166667
Bieb_21_6_2016_HS,Bieb_2016_6_21,Bieber,Bieb,2,Einzelexemplare,21,6,2016,173,late,2,Hydropsyche siltalai,HS,9.1,10.48123791,10.69166667
Bieb_11_4_2016_OV,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,Orectochilus villosus,OV,13.71429,10.6375945,10.625
Bieb_21_6_2016_OV,Bieb_2016_6_21,Bieber,Bieb,2,grob,21,6,2016,173,late,2,Orectochilus villosus,OV,1.5,10.48123791,10.69166667
Bieb_11_4_2016_PO,Bieb_2016_4_11,Bieber,Bieb,2,Grob,11,4,2016,102,early,1,Prodiamesa olivacea,PO,10.28571,10.6375945,10.625
O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2016,116,early,1,Ancylus fluviatilis,AF,29.14286,12.20986753,11.35833333
O3_6_7_2016_AF,O3_2016_7_6,KiO3/O3/Rothenbergen,O3,3,grob,6,7,2016,188,late,2,Ancylus fluviatilis,AF,3.428571,11.79098499,11.29166667
O3_25_4_2016_AA,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,Grob,25,4,2016,116,early,1,Aphelocheirus aestivalis,AA,6.857143,12.20986753,11.35833333
O3_6_7_2016_AA,O3_2016_7_6,KiO3/O3/Rothenbergen,O3,3,Grob,6,7,2016,188,late,2,Aphelocheirus aestivalis,AA,24.8,11.79098499,11.29166667
O3_25_4_2016_ED,O3_2016_4_25,KiO3/O3/Rodenbauch,O3,3,Grob,25,4,2016,116,early,1,Ephemera danica,ED,3.428571,12.20986753,11.35833333
O3_25_4_2016_GR,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2016,116,early,1,Gammarus roeselii,GR,96,12.20986753,11.35833333
O3_6_7_2016_GR,O3_2016_7_6,KiO3/O3/Rothenbergen,O3,3,grob,6,7,2016,188,late,2,Gammarus roeselii,GR,381.9429,11.79098499,11.29166667
O3_25_4_2016_OV,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2016,116,early,1,Orectochilus villosus,OV,3.428571,12.20986753,11.35833333
W1_25_4_2016_AF,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25,4,2016,116,early,1,Ancylus fluviatilis,AF,2.4,12.20102467,11.50833333
W1_25_4_2016_AA,W1_2016_4_25,KiW1/W1/Bulau,W1,4,Grob,25,4,2016,116,early,1,Aphelocheirus aestivalis,AA,19.2,12.20102467,11.50833333
W1_25_4_2016_BR,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25,4,2016,116,early,1,Baetis rhodani,BR,2.4,12.20102467,11.50833333
W1_12_7_2016_ED,W1_2016_7_12,KiW1/W1/Bulau,W1,4,Grob,12,7,2016,194,late,2,Ephemera danica,ED,15.2,11.94031883,11.40833333
W1_12_7_2016_ED,W1_2016_7_12,KiW1/W1/Bulau,W1,4,Einzelexemplare,12,7,2016,194,late,2,Ephemera danica,ED,15.2,11.94031883,11.40833333
W1_25_4_2016_ED,W1_2016_4_25,KiW1/W1/Bulau,W1,4,Grob,25,4,2016,116,early,1,Ephemera danica,ED,38.4,12.20102467,11.50833333
W1_12_7_2016_GR,W1_2016_7_12,KiW1/W1/Bulau,W1,4,grob,12,7,2016,194,late,2,Gammarus roeselii,GR,32.64,11.94031883,11.40833333
W1_25_4_2016_GR,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25,4,2016,116,early,1,Gammarus roeselii,GR,24,12.20102467,11.50833333
W1_12_7_2016_PO,W1_2016_7_12,KiW1/W1/Bulau,W1,4,Grob,12,7,2016,194,late,2,Prodiamesa olivacea,PO,3.2,11.94031883,11.40833333
W1_25_4_2016_PO,W1_2016_4_25,KiW1/W1/Bulau,W1,4,Grob,25,4,2016,116,early,1,Prodiamesa olivacea,PO,0.8,12.20102467,11.50833333
Auba_12_6_2017_AF,Auba_2017_6_12,Aubach oh Wiesenthal,Auba,1,grob,12,6,2017,163,late,2,Ancylus fluviatilis,AF,9.6,8.736242286,10.00833333
Auba_16_3_2017_AF,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,grob,16,3,2017,75,early,1,Ancylus fluviatilis,AF,6.995671,8.800749868,9.85
Auba_16_3_2017_AF,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,21TP grob,16,3,2017,75,early,1,Ancylus fluviatilis,AF,6.995671,8.800749868,9.85
Auba_16_3_2017_BR,Auba_2017_3_16,Aubach oh.Wiesthal,Auba,1,grob,16,3,2017,75,early,1,Baetis rhodani,BR,7.792208,8.800749868,9.85
Auba_16_3_2017_ET,Auba_2017_3_16,Aubach,Auba,1,grob,16,3,2017,75,early,1,Eiseniella tetraedra,ET,4.536797,8.800749868,9.85
Auba_12_6_2017_ED,Auba_2017_6_12,Aubach,Auba,1,Grob,12,6,2017,163,late,2,Ephemera danica,ED,119.2,8.736242286,10.00833333
Auba_12_6_2017_ED,Auba_2017_6_12,Aubach,Auba,1,Einzelexemplare,12,6,2017,163,late,2,Ephemera danica,ED,119.2,8.736242286,10.00833333
Auba_16_3_2017_ED,Auba_2017_3_16,Aubach,Auba,1,Grob,16,3,2017,75,early,1,Ephemera danica,ED,63.54978,8.800749868,9.85
Auba_16_3_2017_ED,Auba_2017_3_16,Aubach,Auba,1,21.TP_Grob,16,3,2017,75,early,1,Ephemera danica,ED,63.54978,8.800749868,9.85
Auba_12_6_2017_HS,Auba_2017_6_12,Aubach,Auba,1,Einzelexemplare,12,6,2017,163,late,2,Hydropsyche siltalai,HS,0.8,8.736242286,10.00833333
Auba_16_3_2017_HS,Auba_2017_3_16,Aubach,Auba,1,Grob,16,3,2017,75,early,1,Hydropsyche siltalai,HS,16.1039,8.800749868,9.85
Auba_16_3_2017_HS,Auba_2017_3_16,Aubach,Auba,1,Grob 21TP,16,3,2017,75,early,1,Hydropsyche siltalai,HS,16.1039,8.800749868,9.85
Auba_12_6_2017_OV,Auba_2017_6_12,Aubach oh Wiesenthal,Auba,1,Einzelexemplar,12,6,2017,163,late,2,Orectochilus villosus,OV,5.6,8.736242286,10.00833333
Auba_16_3_2017_OV,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,21TP - K‰ferlarven,16,3,2017,75,early,1,Orectochilus villosus,OV,1.142857,8.800749868,9.85
Auba_16_3_2017_PO,Auba_2017_3_16,Aubach,Auba,1,Grob,16,3,2017,75,early,1,Prodiamesa olivacea,PO,6.233766,8.800749868,9.85
Bieb_16_3_2017_AF,Bieb_2017_3_16,Bieber oh. Roﬂbach,Bieb,2,grob,16,3,2017,75,early,1,Ancylus fluviatilis,AF,9.6,9.507832251,10.10833333
Bieb_12_6_2017_BR,Bieb_2017_6_12,Bieber,Bieb,2,grob,12,6,2017,163,late,2,Baetis rhodani,BR,20.57143,9.597170391,10.28333333
Bieb_16_3_2017_BR,Bieb_2017_3_16,Bieber,Bieb,2,grob,16,3,2017,75,early,1,Baetis rhodani,BR,159.2,9.507832251,10.10833333
Bieb_12_6_2017_ET,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplar,12,6,2017,163,late,2,Eiseniella tetraedra,ET,9.028571,9.597170391,10.28333333
Bieb_16_3_2017_ET,Bieb_2017_3_16,Bieber,Bieb,2,Einzelexemplar,16,3,2017,75,early,1,Eiseniella tetraedra,ET,29.6,9.507832251,10.10833333
Bieb_16_3_2017_ET,Bieb_2017_3_16,Bieber,Bieb,2,grob,16,3,2017,75,early,1,Eiseniella tetraedra,ET,29.6,9.507832251,10.10833333
Bieb_12_6_2017_ED,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,12,6,2017,163,late,2,Ephemera danica,ED,11.88571,9.597170391,10.28333333
Bieb_12_6_2017_ED,Bieb_2017_6_12,Bieber,Bieb,2,Grob,12,6,2017,163,late,2,Ephemera danica,ED,11.88571,9.597170391,10.28333333
Bieb_16_3_2017_ED,Bieb_2017_3_16,Bieber,Bieb,2,Einzelexemplare,16,3,2017,75,early,1,Ephemera danica,ED,58.4,9.507832251,10.10833333
Bieb_16_3_2017_ED,Bieb_2017_3_16,Bieber,Bieb,2,Grob,16,3,2017,75,early,1,Ephemera danica,ED,58.4,9.507832251,10.10833333
Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Grob,12,6,2017,163,late,2,Hydropsyche siltalai,HS,16.91429,9.597170391,10.28333333
Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,12,6,2017,163,late,2,Hydropsyche siltalai,HS,16.91429,9.597170391,10.28333333
Bieb_12_6_2017_OV,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplar,12,6,2017,163,late,2,Orectochilus villosus,OV,0.8,9.597170391,10.28333333
Bieb_16_3_2017_PO,Bieb_2017_3_16,Bieber,Bieb,2,Grob,16,3,2017,75,early,1,Prodiamesa olivacea,PO,9.6,9.507832251,10.10833333
O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2,6,2017,153,late,2,Ancylus fluviatilis,AF,44.19048,10.87553422,11.16666667
O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2,6,2017,153,late,2,Ancylus fluviatilis,AF,44.19048,10.87553422,11.16666667
O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,Ancylus fluviatilis,AF,11.42857,10.64070401,10.96666667
O3_2_6_2017_AA,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,Grob,2,6,2017,153,late,2,Aphelocheirus aestivalis,AA,29.71429,10.87553422,11.16666667
O3_2_6_2017_AA,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21 TP,2,6,2017,153,late,2,Aphelocheirus aestivalis,AA,29.71429,10.87553422,11.16666667
O3_28_3_2017_AA,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,Grob,28,3,2017,87,early,1,Aphelocheirus aestivalis,AA,11.88571,10.64070401,10.96666667
O3_2_6_2017_BR,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2,6,2017,153,late,2,Baetis rhodani,BR,33.14286,10.87553422,11.16666667
O3_2_6_2017_BR,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,2,6,2017,153,late,2,Baetis rhodani,BR,33.14286,10.87553422,11.16666667
O3_28_3_2017_BR,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,Baetis rhodani,BR,18.28571,10.64070401,10.96666667
O3_2_6_2017_ET,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2,6,2017,153,late,2,Eiseniella tetraedra,ET,0.761905,10.87553422,11.16666667
O3_28_3_2017_ET,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,Eiseniella tetraedra,ET,3.085714,10.64070401,10.96666667
O3_2_6_2017_ED,O3_2017_6_2,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,2,6,2017,153,late,2,Ephemera danica,ED,15.2381,10.87553422,11.16666667
O3_2_6_2017_ED,O3_2017_6_2,KiO3/O3/Rodenbauch,O3,3,Grob,2,6,2017,153,late,2,Ephemera danica,ED,15.2381,10.87553422,11.16666667
O3_28_3_2017_ED,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,3,2017,87,early,1,Ephemera danica,ED,9.942857,10.64070401,10.96666667
O3_28_3_2017_ED,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,28,3,2017,87,early,1,Ephemera danica,ED,9.942857,10.64070401,10.96666667
O3_28_3_2017_GR,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,Gammarus roeselii,GR,28.57143,10.64070401,10.96666667
O3_28_3_2017_HS,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,3,2017,87,early,1,Hydropsyche siltalai,HS,1.142857,10.64070401,10.96666667
O3_28_3_2017_OV,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,Orectochilus villosus,OV,2.285714,10.64070401,10.96666667
O3_2_6_2017_PO,O3_2017_6_2,KiO3/O3/Rodenbauch,O3,3,Grob,2,6,2017,153,late,2,Prodiamesa olivacea,PO,0.761905,10.87553422,11.16666667
O3_28_3_2017_PO,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,3,2017,87,early,1,Prodiamesa olivacea,PO,6.857143,10.64070401,10.96666667
W1_28_3_2017_AA,W1_2017_3_28,KiW1/W1/Bulau,W1,4,Grob,28,3,2017,87,early,1,Aphelocheirus aestivalis,AA,81.6,11.21748961,11.04166667
W1_7_6_2017_AA,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Grob,7,6,2017,158,late,2,Aphelocheirus aestivalis,AA,124.8,11.34774636,11.25
W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28,3,2017,87,early,1,Baetis rhodani,BR,24,11.21748961,11.04166667
W1_7_6_2017_BR,W1_2017_6_7,KiW1/W1/Bulau,W1,4,grob,7,6,2017,158,late,2,Baetis rhodani,BR,2.4,11.34774636,11.25
W1_7_6_2017_ET,W1_2017_6_7,KiW1/W1/Bulau,W1,4,grob,7,6,2017,158,late,2,Eiseniella tetraedra,ET,5.6,11.34774636,11.25
W1_28_3_2017_ED,W1_2017_3_28,KiW1/W1/Bulau,W1,4,Einzelexemplare,28,3,2017,87,early,1,Ephemera danica,ED,99.2,11.21748961,11.04166667
W1_28_3_2017_ED,W1_2017_3_28,KiW1/W1/Bulau,W1,4,Grob,28,3,2017,87,early,1,Ephemera danica,ED,99.2,11.21748961,11.04166667
W1_7_6_2017_ED,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Grob,7,6,2017,158,late,2,Ephemera danica,ED,132.8,11.34774636,11.25
W1_7_6_2017_ED,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Einzelexemplare,7,6,2017,158,late,2,Ephemera danica,ED,132.8,11.34774636,11.25
W1_2_6_2017_GR,W1_2017_6_2,KiW1/W1/Bulau,W1,4,grob,2,6,2017,153,late,2,Gammarus roeselii,GR,NA,11.31196237,11.25
W1_28_3_2017_GR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28,3,2017,87,early,1,Gammarus roeselii,GR,74.4,11.21748961,11.04166667
W1_7_6_2017_GR,W1_2017_6_7,KiW1/W1/Bulau,W1,4,grob,7,6,2017,158,late,2,Gammarus roeselii,GR,60,11.34774636,11.25
W1_7_6_2017_HS,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Grob,7,6,2017,158,late,2,Hydropsyche siltalai,HS,3.2,11.34774636,11.25
W1_7_6_2017_HS,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Einzelexemplare,7,6,2017,158,late,2,Hydropsyche siltalai,HS,3.2,11.34774636,11.25
Auba_15_6_2018_BR,Auba_2018_6_15,Aubach oh.Wiesthal,Auba,1,grob,15,6,2018,166,late,2,Baetis rhodani,BR,34.28571,10.19572503,10.325
Auba_7_3_2018_BR,Auba_2018_3_7,Aubach oh.Wiesthal,Auba,1,grob,7,3,2018,66,early,1,Baetis rhodani,BR,80,9.961518032,9.741666667
Auba_15_6_2018_ED,Auba_2018_6_15,Aubach,Auba,1,Einzelexemplare,15,6,2018,166,late,2,Ephemera danica,ED,80,10.19572503,10.325
Auba_15_6_2018_ED,Auba_2018_6_15,Aubach,Auba,1,Grob,15,6,2018,166,late,2,Ephemera danica,ED,80,10.19572503,10.325
Auba_15_6_2018_ED,Auba_2018_6_15,Aubach,Auba,1,21.TP_Grob,15,6,2018,166,late,2,Ephemera danica,ED,80,10.19572503,10.325
Auba_7_3_2018_ED,Auba_2018_3_7,Aubach,Auba,1,Grob,7,3,2018,66,early,1,Ephemera danica,ED,9.6,9.961518032,9.741666667
Auba_15_6_2018_HS,Auba_2018_6_15,Aubach,Auba,1,Grob,15,6,2018,166,late,2,Hydropsyche siltalai,HS,41.14286,10.19572503,10.325
Auba_15_6_2018_HS,Auba_2018_6_15,Aubach,Auba,1,21 TP,15,6,2018,166,late,2,Hydropsyche siltalai,HS,41.14286,10.19572503,10.325
Auba_7_3_2018_HS,Auba_2018_3_7,Aubach,Auba,1,Grob,7,3,2018,66,early,1,Hydropsyche siltalai,HS,486.4,9.961518032,9.741666667
Auba_7_3_2018_OV,Auba_2018_3_7,Aubach oh Wiesenthal,Auba,1,Einzelexemplar,7,3,2018,66,early,1,Orectochilus villosus,OV,15.2,9.961518032,9.741666667
Bieb_15_6_2018_BR,Bieb_2018_6_15,Bieber,Bieb,2,grob,15,6,2018,166,late,2,Baetis rhodani,BR,58.66667,10.61800637,10.49166667
Bieb_7_3_2018_BR,Bieb_2018_3_7,Bieber,Bieb,2,grob,7,3,2018,66,early,1,Baetis rhodani,BR,134.4,10.46529746,9.916666667
Bieb_15_6_2018_ET,Bieb_2018_6_15,Bieber,Bieb,2,Einzelexemplar,15,6,2018,166,late,2,Eiseniella tetraedra,ET,6.133333,10.61800637,10.49166667
Bieb_15_6_2018_ET,Bieb_2018_6_15,Bieber,Bieb,2,grob,15,6,2018,166,late,2,Eiseniella tetraedra,ET,6.133333,10.61800637,10.49166667
Bieb_15_6_2018_ED,Bieb_2018_6_15,Bieber,Bieb,2,Einzelexemplare,15,6,2018,166,late,2,Ephemera danica,ED,0.8,10.61800637,10.49166667
Bieb_7_3_2018_ED,Bieb_2018_3_7,Bieber,Bieb,2,Einzelexemplare,7,3,2018,66,early,1,Ephemera danica,ED,5.6,10.46529746,9.916666667
Bieb_7_3_2018_ED,Bieb_2018_3_7,Bieber,Bieb,2,Grob,7,3,2018,66,early,1,Ephemera danica,ED,5.6,10.46529746,9.916666667
Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Einzelexemplare,15,6,2018,166,late,2,Hydropsyche siltalai,HS,0.8,10.61800637,10.49166667
Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Grob,15,6,2018,166,late,2,Hydropsyche siltalai,HS,0.8,10.61800637,10.49166667
O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7,6,2018,158,late,2,Ancylus fluviatilis,AF,41.14286,11.63243278,11.24166667
O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,Ancylus fluviatilis,AF,27.42857,11.63718211,10.7
O3_7_6_2018_AA,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,Grob,7,6,2018,158,late,2,Aphelocheirus aestivalis,AA,29.71429,11.63243278,11.24166667
O3_9_3_2018_AA,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,Grob,9,3,2018,68,early,1,Aphelocheirus aestivalis,AA,10.28571,11.63718211,10.7
O3_7_6_2018_BR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7,6,2018,158,late,2,Baetis rhodani,BR,57.90476,11.63243278,11.24166667
O3_7_6_2018_BR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,7,6,2018,158,late,2,Baetis rhodani,BR,57.90476,11.63243278,11.24166667
O3_9_3_2018_BR,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,Baetis rhodani,BR,17.14286,11.63718211,10.7
O3_9_3_2018_ET,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,Eiseniella tetraedra,ET,3.428571,11.63718211,10.7
O3_7_6_2018_GR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7,6,2018,158,late,2,Gammarus roeselii,GR,111.2381,11.63243278,11.24166667
O3_9_3_2018_GR,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,Gammarus roeselii,GR,78.85714,11.63718211,10.7
O3_7_6_2018_HS,O3_2018_6_7,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,7,6,2018,158,late,2,Hydropsyche siltalai,HS,0.761905,11.63243278,11.24166667
O3_9_3_2018_OV,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,Orectochilus villosus,OV,10.28571,11.63718211,10.7
W1_9_3_2018_AF,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9,3,2018,68,early,1,Ancylus fluviatilis,AF,33.6,11.73744917,10.825
W1_5_6_2018_AA,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Grob,5,6,2018,156,late,2,Aphelocheirus aestivalis,AA,64.8,11.8018492,11.35833333
W1_9_3_2018_AA,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,Aphelocheirus aestivalis,AA,110.4,11.73744917,10.825
W1_5_6_2018_BR,W1_2018_6_5,KiW1/W1/Bulau,W1,4,grob,5,6,2018,156,late,2,Baetis rhodani,BR,9.6,11.8018492,11.35833333
W1_9_3_2018_BR,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9,3,2018,68,early,1,Baetis rhodani,BR,1.6,11.73744917,10.825
W1_5_6_2018_ED,W1_2018_6_5,KIW1/W1/Bulau,W1,4,Einzelexemplare,5,6,2018,156,late,2,Ephemera danica,ED,20.8,11.8018492,11.35833333
W1_5_6_2018_ED,W1_2018_6_5,KIW1/W1/Bulau,W1,4,Grob,5,6,2018,156,late,2,Ephemera danica,ED,20.8,11.8018492,11.35833333
W1_9_3_2018_ED,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Einzelexemplare,9,3,2018,68,early,1,Ephemera danica,ED,188.8,11.73744917,10.825
W1_9_3_2018_ED,W1_2018_3_9,KIW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,Ephemera danica,ED,188.8,11.73744917,10.825
W1_5_6_2018_GR,W1_2018_6_5,KiW1/W1/Bulau,W1,4,grob,5,6,2018,156,late,2,Gammarus roeselii,GR,19.2,11.8018492,11.35833333
