Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,day,mo,yr,DOY,Season,SeasonCode,Yryly_Temp,Species,SppCode,density_per_m2
Bieb_11_4_2016_OV,Bieb_2016_4_11,Bieber,Bieb,2,grob,11,4,2016,102,early,1,10.6375945,Orectochilus villosus,OV,13.71429
Bieb_21_6_2016_OV,Bieb_2016_6_21,Bieber,Bieb,2,grob,21,6,2016,173,late,2,10.48123791,Orectochilus villosus,OV,1.5
Bieb_11_4_2016_PO,Bieb_2016_4_11,Bieber,Bieb,2,Grob,11,4,2016,102,early,1,10.6375945,Prodiamesa olivacea,PO,10.28571
O3_25_4_2016_AF,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2016,116,early,1,12.20986753,Ancylus fluviatilis,AF,29.14286
O3_6_7_2016_AF,O3_2016_7_6,KiO3/O3/Rothenbergen,O3,3,grob,6,7,2016,188,late,2,11.79098499,Ancylus fluviatilis,AF,3.428571
O3_25_4_2016_AA,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,Grob,25,4,2016,116,early,1,12.20986753,Aphelocheirus aestivalis,AA,6.857143
O3_6_7_2016_AA,O3_2016_7_6,KiO3/O3/Rothenbergen,O3,3,Grob,6,7,2016,188,late,2,11.79098499,Aphelocheirus aestivalis,AA,24.8
O3_25_4_2016_ED,O3_2016_4_25,KiO3/O3/Rodenbauch,O3,3,Grob,25,4,2016,116,early,1,12.20986753,Ephemera danica,ED,3.428571
O3_25_4_2016_GR,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2016,116,early,1,12.20986753,Gammarus roeselii,GR,96
O3_6_7_2016_GR,O3_2016_7_6,KiO3/O3/Rothenbergen,O3,3,grob,6,7,2016,188,late,2,11.79098499,Gammarus roeselii,GR,381.9429
O3_25_4_2016_OV,O3_2016_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2016,116,early,1,12.20986753,Orectochilus villosus,OV,3.428571
W1_25_4_2016_AF,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25,4,2016,116,early,1,12.20102467,Ancylus fluviatilis,AF,2.4
W1_25_4_2016_AA,W1_2016_4_25,KiW1/W1/Bulau,W1,4,Grob,25,4,2016,116,early,1,12.20102467,Aphelocheirus aestivalis,AA,19.2
W1_25_4_2016_BR,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25,4,2016,116,early,1,12.20102467,Baetis rhodani,BR,2.4
W1_12_7_2016_ED,W1_2016_7_12,KiW1/W1/Bulau,W1,4,Grob,12,7,2016,194,late,2,11.94031883,Ephemera danica,ED,15.2
W1_12_7_2016_ED,W1_2016_7_12,KiW1/W1/Bulau,W1,4,Einzelexemplare,12,7,2016,194,late,2,11.94031883,Ephemera danica,ED,15.2
W1_25_4_2016_ED,W1_2016_4_25,KiW1/W1/Bulau,W1,4,Grob,25,4,2016,116,early,1,12.20102467,Ephemera danica,ED,38.4
W1_12_7_2016_GR,W1_2016_7_12,KiW1/W1/Bulau,W1,4,grob,12,7,2016,194,late,2,11.94031883,Gammarus roeselii,GR,32.64
W1_25_4_2016_GR,W1_2016_4_25,KiW1/W1/Bulau,W1,4,grob,25,4,2016,116,early,1,12.20102467,Gammarus roeselii,GR,24
W1_12_7_2016_PO,W1_2016_7_12,KiW1/W1/Bulau,W1,4,Grob,12,7,2016,194,late,2,11.94031883,Prodiamesa olivacea,PO,3.2
W1_25_4_2016_PO,W1_2016_4_25,KiW1/W1/Bulau,W1,4,Grob,25,4,2016,116,early,1,12.20102467,Prodiamesa olivacea,PO,0.8
Auba_12_6_2017_AF,Auba_2017_6_12,Aubach oh Wiesenthal,Auba,1,grob,12,6,2017,163,late,2,8.736242286,Ancylus fluviatilis,AF,9.6
Auba_16_3_2017_AF,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,grob,16,3,2017,75,early,1,8.800749868,Ancylus fluviatilis,AF,6.995671
Auba_16_3_2017_AF,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,21TP grob,16,3,2017,75,early,1,8.800749868,Ancylus fluviatilis,AF,6.995671
Auba_16_3_2017_BR,Auba_2017_3_16,Aubach oh.Wiesthal,Auba,1,grob,16,3,2017,75,early,1,8.800749868,Baetis rhodani,BR,7.792208
Auba_16_3_2017_ET,Auba_2017_3_16,Aubach,Auba,1,grob,16,3,2017,75,early,1,8.800749868,Eiseniella tetraedra,ET,4.536797
Auba_12_6_2017_ED,Auba_2017_6_12,Aubach,Auba,1,Grob,12,6,2017,163,late,2,8.736242286,Ephemera danica,ED,119.2
Auba_12_6_2017_ED,Auba_2017_6_12,Aubach,Auba,1,Einzelexemplare,12,6,2017,163,late,2,8.736242286,Ephemera danica,ED,119.2
Auba_16_3_2017_ED,Auba_2017_3_16,Aubach,Auba,1,Grob,16,3,2017,75,early,1,8.800749868,Ephemera danica,ED,63.54978
Auba_16_3_2017_ED,Auba_2017_3_16,Aubach,Auba,1,21.TP_Grob,16,3,2017,75,early,1,8.800749868,Ephemera danica,ED,63.54978
Auba_12_6_2017_HS,Auba_2017_6_12,Aubach,Auba,1,Einzelexemplare,12,6,2017,163,late,2,8.736242286,Hydropsyche siltalai,HS,0.8
Auba_16_3_2017_HS,Auba_2017_3_16,Aubach,Auba,1,Grob,16,3,2017,75,early,1,8.800749868,Hydropsyche siltalai,HS,16.1039
Auba_16_3_2017_HS,Auba_2017_3_16,Aubach,Auba,1,Grob 21TP,16,3,2017,75,early,1,8.800749868,Hydropsyche siltalai,HS,16.1039
Auba_12_6_2017_OV,Auba_2017_6_12,Aubach oh Wiesenthal,Auba,1,Einzelexemplar,12,6,2017,163,late,2,8.736242286,Orectochilus villosus,OV,5.6
Auba_16_3_2017_OV,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,21TP - K‰ferlarven,16,3,2017,75,early,1,8.800749868,Orectochilus villosus,OV,1.142857
Auba_16_3_2017_PO,Auba_2017_3_16,Aubach,Auba,1,Grob,16,3,2017,75,early,1,8.800749868,Prodiamesa olivacea,PO,6.233766
Bieb_16_3_2017_AF,Bieb_2017_3_16,Bieber oh. Roﬂbach,Bieb,2,grob,16,3,2017,75,early,1,9.507832251,Ancylus fluviatilis,AF,9.6
Bieb_12_6_2017_BR,Bieb_2017_6_12,Bieber,Bieb,2,grob,12,6,2017,163,late,2,9.597170391,Baetis rhodani,BR,20.57143
Bieb_16_3_2017_BR,Bieb_2017_3_16,Bieber,Bieb,2,grob,16,3,2017,75,early,1,9.507832251,Baetis rhodani,BR,159.2
Bieb_12_6_2017_ET,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplar,12,6,2017,163,late,2,9.597170391,Eiseniella tetraedra,ET,9.028571
Bieb_16_3_2017_ET,Bieb_2017_3_16,Bieber,Bieb,2,Einzelexemplar,16,3,2017,75,early,1,9.507832251,Eiseniella tetraedra,ET,29.6
Bieb_16_3_2017_ET,Bieb_2017_3_16,Bieber,Bieb,2,grob,16,3,2017,75,early,1,9.507832251,Eiseniella tetraedra,ET,29.6
Bieb_12_6_2017_ED,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,12,6,2017,163,late,2,9.597170391,Ephemera danica,ED,11.88571
Bieb_12_6_2017_ED,Bieb_2017_6_12,Bieber,Bieb,2,Grob,12,6,2017,163,late,2,9.597170391,Ephemera danica,ED,11.88571
Bieb_16_3_2017_ED,Bieb_2017_3_16,Bieber,Bieb,2,Einzelexemplare,16,3,2017,75,early,1,9.507832251,Ephemera danica,ED,58.4
Bieb_16_3_2017_ED,Bieb_2017_3_16,Bieber,Bieb,2,Grob,16,3,2017,75,early,1,9.507832251,Ephemera danica,ED,58.4
Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Grob,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,16.91429
Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,16.91429
Bieb_12_6_2017_OV,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplar,12,6,2017,163,late,2,9.597170391,Orectochilus villosus,OV,0.8
Bieb_16_3_2017_PO,Bieb_2017_3_16,Bieber,Bieb,2,Grob,16,3,2017,75,early,1,9.507832251,Prodiamesa olivacea,PO,9.6
O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,44.19048
O3_2_6_2017_AF,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21TP,2,6,2017,153,late,2,10.87553422,Ancylus fluviatilis,AF,44.19048
O3_28_3_2017_AF,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,10.64070401,Ancylus fluviatilis,AF,11.42857
O3_2_6_2017_AA,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,Grob,2,6,2017,153,late,2,10.87553422,Aphelocheirus aestivalis,AA,29.71429
O3_2_6_2017_AA,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,21 TP,2,6,2017,153,late,2,10.87553422,Aphelocheirus aestivalis,AA,29.71429
O3_28_3_2017_AA,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,Grob,28,3,2017,87,early,1,10.64070401,Aphelocheirus aestivalis,AA,11.88571
O3_2_6_2017_BR,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2,6,2017,153,late,2,10.87553422,Baetis rhodani,BR,33.14286
O3_2_6_2017_BR,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,2,6,2017,153,late,2,10.87553422,Baetis rhodani,BR,33.14286
O3_28_3_2017_BR,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,10.64070401,Baetis rhodani,BR,18.28571
O3_2_6_2017_ET,O3_2017_6_2,KiO3/O3/Rothenbergen,O3,3,grob,2,6,2017,153,late,2,10.87553422,Eiseniella tetraedra,ET,0.761905
O3_28_3_2017_ET,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,10.64070401,Eiseniella tetraedra,ET,3.085714
O3_2_6_2017_ED,O3_2017_6_2,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,2,6,2017,153,late,2,10.87553422,Ephemera danica,ED,15.2381
O3_2_6_2017_ED,O3_2017_6_2,KiO3/O3/Rodenbauch,O3,3,Grob,2,6,2017,153,late,2,10.87553422,Ephemera danica,ED,15.2381
O3_28_3_2017_ED,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,3,2017,87,early,1,10.64070401,Ephemera danica,ED,9.942857
O3_28_3_2017_ED,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,28,3,2017,87,early,1,10.64070401,Ephemera danica,ED,9.942857
O3_28_3_2017_GR,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,10.64070401,Gammarus roeselii,GR,28.57143
O3_28_3_2017_HS,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,3,2017,87,early,1,10.64070401,Hydropsyche siltalai,HS,1.142857
O3_28_3_2017_OV,O3_2017_3_28,KiO3/O3/Rothenbergen,O3,3,grob,28,3,2017,87,early,1,10.64070401,Orectochilus villosus,OV,2.285714
O3_2_6_2017_PO,O3_2017_6_2,KiO3/O3/Rodenbauch,O3,3,Grob,2,6,2017,153,late,2,10.87553422,Prodiamesa olivacea,PO,0.761905
O3_28_3_2017_PO,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,3,2017,87,early,1,10.64070401,Prodiamesa olivacea,PO,6.857143
W1_28_3_2017_AA,W1_2017_3_28,KiW1/W1/Bulau,W1,4,Grob,28,3,2017,87,early,1,11.21748961,Aphelocheirus aestivalis,AA,81.6
W1_7_6_2017_AA,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Grob,7,6,2017,158,late,2,11.34774636,Aphelocheirus aestivalis,AA,124.8
W1_28_3_2017_BR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28,3,2017,87,early,1,11.21748961,Baetis rhodani,BR,24
W1_7_6_2017_BR,W1_2017_6_7,KiW1/W1/Bulau,W1,4,grob,7,6,2017,158,late,2,11.34774636,Baetis rhodani,BR,2.4
W1_7_6_2017_ET,W1_2017_6_7,KiW1/W1/Bulau,W1,4,grob,7,6,2017,158,late,2,11.34774636,Eiseniella tetraedra,ET,5.6
W1_28_3_2017_ED,W1_2017_3_28,KiW1/W1/Bulau,W1,4,Einzelexemplare,28,3,2017,87,early,1,11.21748961,Ephemera danica,ED,99.2
W1_28_3_2017_ED,W1_2017_3_28,KiW1/W1/Bulau,W1,4,Grob,28,3,2017,87,early,1,11.21748961,Ephemera danica,ED,99.2
W1_7_6_2017_ED,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Grob,7,6,2017,158,late,2,11.34774636,Ephemera danica,ED,132.8
W1_7_6_2017_ED,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Einzelexemplare,7,6,2017,158,late,2,11.34774636,Ephemera danica,ED,132.8
W1_2_6_2017_GR,W1_2017_6_2,KiW1/W1/Bulau,W1,4,grob,2,6,2017,153,late,2,11.31196237,Gammarus roeselii,GR,NA
W1_28_3_2017_GR,W1_2017_3_28,KiW1/W1/Bulau,W1,4,grob,28,3,2017,87,early,1,11.21748961,Gammarus roeselii,GR,74.4
W1_7_6_2017_GR,W1_2017_6_7,KiW1/W1/Bulau,W1,4,grob,7,6,2017,158,late,2,11.34774636,Gammarus roeselii,GR,60
W1_7_6_2017_HS,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Grob,7,6,2017,158,late,2,11.34774636,Hydropsyche siltalai,HS,3.2
W1_7_6_2017_HS,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Einzelexemplare,7,6,2017,158,late,2,11.34774636,Hydropsyche siltalai,HS,3.2
Auba_15_6_2018_BR,Auba_2018_6_15,Aubach oh.Wiesthal,Auba,1,grob,15,6,2018,166,late,2,10.19572503,Baetis rhodani,BR,34.28571
Auba_7_3_2018_BR,Auba_2018_3_7,Aubach oh.Wiesthal,Auba,1,grob,7,3,2018,66,early,1,9.961518032,Baetis rhodani,BR,80
Auba_15_6_2018_ED,Auba_2018_6_15,Aubach,Auba,1,Einzelexemplare,15,6,2018,166,late,2,10.19572503,Ephemera danica,ED,80
Auba_15_6_2018_ED,Auba_2018_6_15,Aubach,Auba,1,Grob,15,6,2018,166,late,2,10.19572503,Ephemera danica,ED,80
Auba_15_6_2018_ED,Auba_2018_6_15,Aubach,Auba,1,21.TP_Grob,15,6,2018,166,late,2,10.19572503,Ephemera danica,ED,80
Auba_7_3_2018_ED,Auba_2018_3_7,Aubach,Auba,1,Grob,7,3,2018,66,early,1,9.961518032,Ephemera danica,ED,9.6
Auba_15_6_2018_HS,Auba_2018_6_15,Aubach,Auba,1,Grob,15,6,2018,166,late,2,10.19572503,Hydropsyche siltalai,HS,41.14286
Auba_15_6_2018_HS,Auba_2018_6_15,Aubach,Auba,1,21 TP,15,6,2018,166,late,2,10.19572503,Hydropsyche siltalai,HS,41.14286
Auba_7_3_2018_HS,Auba_2018_3_7,Aubach,Auba,1,Grob,7,3,2018,66,early,1,9.961518032,Hydropsyche siltalai,HS,486.4
Auba_7_3_2018_OV,Auba_2018_3_7,Aubach oh Wiesenthal,Auba,1,Einzelexemplar,7,3,2018,66,early,1,9.961518032,Orectochilus villosus,OV,15.2
Bieb_15_6_2018_BR,Bieb_2018_6_15,Bieber,Bieb,2,grob,15,6,2018,166,late,2,10.61800637,Baetis rhodani,BR,58.66667
Bieb_7_3_2018_BR,Bieb_2018_3_7,Bieber,Bieb,2,grob,7,3,2018,66,early,1,10.46529746,Baetis rhodani,BR,134.4
Bieb_15_6_2018_ET,Bieb_2018_6_15,Bieber,Bieb,2,Einzelexemplar,15,6,2018,166,late,2,10.61800637,Eiseniella tetraedra,ET,6.133333
Bieb_15_6_2018_ET,Bieb_2018_6_15,Bieber,Bieb,2,grob,15,6,2018,166,late,2,10.61800637,Eiseniella tetraedra,ET,6.133333
Bieb_15_6_2018_ED,Bieb_2018_6_15,Bieber,Bieb,2,Einzelexemplare,15,6,2018,166,late,2,10.61800637,Ephemera danica,ED,0.8
Bieb_7_3_2018_ED,Bieb_2018_3_7,Bieber,Bieb,2,Einzelexemplare,7,3,2018,66,early,1,10.46529746,Ephemera danica,ED,5.6
Bieb_7_3_2018_ED,Bieb_2018_3_7,Bieber,Bieb,2,Grob,7,3,2018,66,early,1,10.46529746,Ephemera danica,ED,5.6
Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Einzelexemplare,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,0.8
Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Grob,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,0.8
O3_7_6_2018_AF,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7,6,2018,158,late,2,11.63243278,Ancylus fluviatilis,AF,41.14286
O3_9_3_2018_AF,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,11.63718211,Ancylus fluviatilis,AF,27.42857
O3_7_6_2018_AA,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,Grob,7,6,2018,158,late,2,11.63243278,Aphelocheirus aestivalis,AA,29.71429
O3_9_3_2018_AA,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,Grob,9,3,2018,68,early,1,11.63718211,Aphelocheirus aestivalis,AA,10.28571
O3_7_6_2018_BR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7,6,2018,158,late,2,11.63243278,Baetis rhodani,BR,57.90476
O3_7_6_2018_BR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,7,6,2018,158,late,2,11.63243278,Baetis rhodani,BR,57.90476
O3_9_3_2018_BR,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,11.63718211,Baetis rhodani,BR,17.14286
O3_9_3_2018_ET,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,11.63718211,Eiseniella tetraedra,ET,3.428571
O3_7_6_2018_GR,O3_2018_6_7,KiO3/O3/Rothenbergen,O3,3,grob,7,6,2018,158,late,2,11.63243278,Gammarus roeselii,GR,111.2381
O3_9_3_2018_GR,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,11.63718211,Gammarus roeselii,GR,78.85714
O3_7_6_2018_HS,O3_2018_6_7,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,7,6,2018,158,late,2,11.63243278,Hydropsyche siltalai,HS,0.761905
O3_9_3_2018_OV,O3_2018_3_9,KiO3/O3/Rothenbergen,O3,3,grob,9,3,2018,68,early,1,11.63718211,Orectochilus villosus,OV,10.28571
W1_9_3_2018_AF,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9,3,2018,68,early,1,11.73744917,Ancylus fluviatilis,AF,33.6
W1_5_6_2018_AA,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Grob,5,6,2018,156,late,2,11.8018492,Aphelocheirus aestivalis,AA,64.8
W1_9_3_2018_AA,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,11.73744917,Aphelocheirus aestivalis,AA,110.4
W1_5_6_2018_BR,W1_2018_6_5,KiW1/W1/Bulau,W1,4,grob,5,6,2018,156,late,2,11.8018492,Baetis rhodani,BR,9.6
W1_9_3_2018_BR,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9,3,2018,68,early,1,11.73744917,Baetis rhodani,BR,1.6
W1_5_6_2018_ED,W1_2018_6_5,KIW1/W1/Bulau,W1,4,Einzelexemplare,5,6,2018,156,late,2,11.8018492,Ephemera danica,ED,20.8
W1_5_6_2018_ED,W1_2018_6_5,KIW1/W1/Bulau,W1,4,Grob,5,6,2018,156,late,2,11.8018492,Ephemera danica,ED,20.8
W1_9_3_2018_ED,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Einzelexemplare,9,3,2018,68,early,1,11.73744917,Ephemera danica,ED,188.8
W1_9_3_2018_ED,W1_2018_3_9,KIW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,11.73744917,Ephemera danica,ED,188.8
W1_5_6_2018_GR,W1_2018_6_5,KiW1/W1/Bulau,W1,4,grob,5,6,2018,156,late,2,11.8018492,Gammarus roeselii,GR,19.2
W1_9_3_2018_GR,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9,3,2018,68,early,1,11.73744917,Gammarus roeselii,GR,62.4
W1_5_6_2018_HS,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Einzelexemplare,5,6,2018,156,late,2,11.8018492,Hydropsyche siltalai,HS,1.6
W1_5_6_2018_HS,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Grob,5,6,2018,156,late,2,11.8018492,Hydropsyche siltalai,HS,1.6
W1_9_3_2018_HS,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,11.73744917,Hydropsyche siltalai,HS,4.8
W1_5_6_2018_OV,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Einzelexemplar,5,6,2018,156,late,2,11.8018492,Orectochilus villosus,OV,0.8
W1_9_3_2018_PO,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,11.73744917,Prodiamesa olivacea,PO,39.2
Auba_5_7_2019_AF,Auba_2019_7_5,Aubach oh Wiesenthal,Auba,1,grob,5,7,2019,186,late,2,10.17502652,Ancylus fluviatilis,AF,4.8
Auba_2_4_2019_BR,Auba_2019_4_2,Aubach,Auba,1,grob,2,4,2019,92,early,1,10.33313505,Baetis rhodani,BR,2.839827
Auba_2_4_2019_ED,Auba_2019_4_2,Aubach,Auba,1,Grob,2,4,2019,92,early,1,10.33313505,Ephemera danica,ED,103.8961
Auba_5_7_2019_ED,Auba_2019_7_5,Aubach,Auba,1,Grob,5,7,2019,186,late,2,10.17502652,Ephemera danica,ED,216
Auba_2_4_2019_HS,Auba_2019_4_2,Aubach,Auba,1,Grob,2,4,2019,92,early,1,10.33313505,Hydropsyche siltalai,HS,20.77922
Auba_5_7_2019_PO,Auba_2019_7_5,Aubach,Auba,1,Grob,5,7,2019,186,late,2,10.17502652,Prodiamesa olivacea,PO,43.2
Bieb_2_4_2019_AF,Bieb_2019_4_2,Bieber,Bieb,2,grob,2,4,2019,92,early,1,10.57369595,Ancylus fluviatilis,AF,3.2
Bieb_2_4_2019_BR,Bieb_2019_4_2,Bieber,Bieb,2,grob,2,4,2019,92,early,1,10.57369595,Baetis rhodani,BR,22.4
Bieb_5_7_2019_BR,Bieb_2019_7_5,Bieber,Bieb,2,grob,5,7,2019,186,late,2,10.3264125,Baetis rhodani,BR,11.2
Bieb_2_4_2019_ET,Bieb_2019_4_2,Bieber,Bieb,2,Einzelexemplar,2,4,2019,92,early,1,10.57369595,Eiseniella tetraedra,ET,7.2
Bieb_2_4_2019_ET,Bieb_2019_4_2,Bieber,Bieb,2,grob,2,4,2019,92,early,1,10.57369595,Eiseniella tetraedra,ET,7.2
Bieb_2_4_2019_ED,Bieb_2019_4_2,Bieber,Bieb,2,Grob,2,4,2019,92,early,1,10.57369595,Ephemera danica,ED,52.8
Bieb_5_7_2019_ED,Bieb_2019_7_5,Bieber,Bieb,2,Grob,5,7,2019,186,late,2,10.3264125,Ephemera danica,ED,52.8
Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,35.2
Bieb_2_4_2019_OV,Bieb_2019_4_2,Bieber,Bieb,2,Einzelexemplar,2,4,2019,92,early,1,10.57369595,Orectochilus villosus,OV,0.8
Bieb_5_7_2019_PO,Bieb_2019_7_5,Bieber,Bieb,2,Grob,5,7,2019,186,late,2,10.3264125,Prodiamesa olivacea,PO,190.08
O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,12.06920692,Ancylus fluviatilis,AF,33.23077
O3_18_6_2019_AF,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,grob,18,6,2019,169,late,2,NA,Ancylus fluviatilis,AF,63.2
O3_18_6_2019_AF,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,18,6,2019,169,late,2,NA,Ancylus fluviatilis,AF,63.2
O3_1_4_2019_AA,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,Grob,1,4,2019,91,early,1,12.06920692,Aphelocheirus aestivalis,AA,48.8
O3_18_6_2019_AA,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,Grob,18,6,2019,169,late,2,NA,Aphelocheirus aestivalis,AA,34.4
O3_1_4_2019_BR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,12.06920692,Baetis rhodani,BR,11.87692
O3_16_6_2019_BR,O3_2019_6_16,KiO3/O3/Rothenbergen,O3,3,grob,16,6,2019,167,late,2,NA,Baetis rhodani,BR,NA
O3_1_4_2019_ET,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,12.06920692,Eiseniella tetraedra,ET,1.846154
O3_1_4_2019_ED,O3_2019_4_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,4,2019,91,early,1,12.06920692,Ephemera danica,ED,26.64615
O3_1_4_2019_ED,O3_2019_4_1,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,1,4,2019,91,early,1,12.06920692,Ephemera danica,ED,26.64615
O3_18_6_2019_ED,O3_2019_6_18,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,18,6,2019,169,late,2,NA,Ephemera danica,ED,24.8
O3_18_6_2019_ED,O3_2019_6_18,KiO3/O3/Rodenbauch,O3,3,Grob,18,6,2019,169,late,2,NA,Ephemera danica,ED,24.8
O3_1_4_2019_GR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,12.06920692,Gammarus roeselii,GR,62.76923
O3_18_6_2019_GR,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,grob,18,6,2019,169,late,2,NA,Gammarus roeselii,GR,344.4
O3_1_4_2019_HS,O3_2019_4_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,4,2019,91,early,1,12.06920692,Hydropsyche siltalai,HS,3.446154
O3_1_4_2019_OV,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,12.06920692,Orectochilus villosus,OV,3.692308
O3_18_6_2019_PO,O3_2019_6_18,KiO3/O3/Rodenbauch,O3,3,Grob,18,6,2019,169,late,2,NA,Prodiamesa olivacea,PO,24.8
W1_1_4_2019_AA,W1_2019_4_1,KiW1/W1/Bulau,W1,4,Grob,1,4,2019,91,early,1,12.34428617,Aphelocheirus aestivalis,AA,77.64706
W1_28_6_2019_AA,W1_2019_6_28,KiW1/W1/Bulau,W1,4,Grob,28,6,2019,179,late,2,NA,Aphelocheirus aestivalis,AA,0.8
W1_1_4_2019_BR,W1_2019_4_1,KiW1/W1/Bulau,W1,4,grob,1,4,2019,91,early,1,12.34428617,Baetis rhodani,BR,7.858824
W1_1_4_2019_ED,W1_2019_4_1,KiW1/W1/Bulau,W1,4,Grob,1,4,2019,91,early,1,12.34428617,Ephemera danica,ED,67.15294
