sample,site,yr,mo,day,DOY,taxa,ID_Art,Abundance_per_m2,spp_cm,spp_mm,b,a,log10(a),unit,dry_mass_original,dry_mass_mg,Yryly_Temp_old,Yryly_Temp
O3_2018_3_9,KiO3,2018,3,9,68,Potamopyrgus antipodarum,8251,17.14286,0.525,5.25,2.07,0.0251,NA,mg,0.776968621,0.776968621,11.63718211,10.7
O3_2014_3_10,KiO3,2014,3,10,69,Ephemera danica,5124,3.047619,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,11.02946866,11.225
O3_2018_6_7,KiO3,2018,6,7,158,Ephemera danica,5124,3.047619,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,11.63243278,11.24166667
O3_2014_6_12,KiO3,2014,6,12,163,Hydropsyche pellucidula-Gr.,13023,5.6,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,10.81162656,11.625
O3_2012_3_21,KiO3,2012,3,21,81,Gammarus roeselii,5292,4.114286,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,10.925
O3_2017_6_2,KiO3,2017,6,2,153,Bithynia tentaculata,4462,9.904762,0.9375,9.375,2.117,0.598,NA,mg,68.29114213,68.29114213,10.87553422,11.16666667
O3_2009_6_23,KiO3,2009,6,23,174,Psychomyia pusilla,6661,14.4,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,NA,10.08333333
O3_2009_4_9,KiO3,2009,4,9,99,Psychomyia pusilla,6661,14.47619,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,NA,10.41666667
O3_2008_4_28,KiO3,2008,4,28,119,Hydropsyche sp.,5605,5.774436,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.35833333
O3_2016_7_6,KiO3,2016,7,6,188,Baetis vernus,4427,10.28571,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,11.79098499,11.29166667
O3_2018_3_9,KiO3,2018,3,9,68,Orectochilus villosus,18613,10.28571,0.9375,9.375,2.586,0.0531,NA,mg,17.32256668,17.32256668,11.63718211,10.7
O3_2008_4_28,KiO3,2008,4,28,119,Ancylus fluviatilis,4310,8.661654,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,NA,10.35833333
O3_2014_6_12,KiO3,2014,6,12,163,Baetis rhodani,4415,10.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.81162656,11.625
O3_2015_7_1,KiO3,2015,7,1,182,Pisidium sp.,6425,14.4,0.6875,6.875,2.477,0.0163,NA,mg,1.932467009,1.932467009,11.43368182,10.98333333
O3_2008_4_28,KiO3,2008,4,28,119,Enchytraeidae Gen. sp.,5101,5.774436,1.75,17.5,1.54,0.005888437,-2.23,mg,0.483368778,0.483368778,NA,10.35833333
O3_2017_3_28,KiO3,2017,3,28,87,Potamopyrgus antipodarum,8251,19.42857,0.525,5.25,2.07,0.0251,NA,mg,0.776968621,0.776968621,10.64070401,10.96666667
O3_2009_6_23,KiO3,2009,6,23,174,Dugesia gonocephala,5018,4.8,2.125,21.25,2.168,0.0082,NA,mg,6.187682513,6.187682513,NA,10.08333333
O3_2016_4_25,KiO3,2016,4,25,116,Ephemera danica,5124,3.428571,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,12.20986753,11.35833333
O3_2017_6_2,KiO3,2017,6,2,153,Athripsodes cinereus,4369,9.142857,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,10.87553422,11.16666667
O3_2008_6_11,KiO3,2008,6,11,163,Gammarus roeselii,5292,4.571429,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,10.43333333
O3_2019_4_1,KiO3,2019,4,1,91,Athripsodes sp.,4371,9.230769,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,12.06920692,12.25
O3_2012_7_12,KiO3,2012,7,12,194,Baetis sp.,4419,11.08571,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.625
O3_2006_6_21,KiO3,2006,6,21,172,Athripsodes sp.,4371,9.6,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,NA,9.933333333
O3_2010_4_26,KiO3,2010,4,26,116,Gammarus roeselii,5292,4.8,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,10.26666667
O3_2014_6_12,KiO3,2014,6,12,163,Athripsodes sp.,4371,9.6,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,10.81162656,11.625
O3_2015_7_1,KiO3,2015,7,1,182,Athripsodes sp.,4371,9.6,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,11.43368182,10.98333333
O3_2011_4_20,KiO3,2011,4,20,110,Heptagenia sulphurea,5457,7.2,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,10.075
O3_2017_3_28,KiO3,2017,3,28,87,Anabolia nervosa,4300,4.571429,2.4,24,2.933,0.004,NA,mg,44.6909476,44.6909476,10.64070401,10.96666667
O3_2019_4_1,KiO3,2019,4,1,91,Eiseniella tetraedra,5075,1.846154,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,12.06920692,12.25
O3_2019_4_1,KiO3,2019,4,1,91,Baetis rhodani,4415,11.87692,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,12.06920692,12.25
O3_2002_7_2,KiO3,2002,7,2,183,Lepidostoma hirtum,5723,12,0.9375,9.375,2.649,0.0079,NA,mg,2.967419884,2.967419884,NA,10.58333333
O3_2013_7_1,KiO3,2013,7,1,182,Baetis fuscatus/scambus,4398,12,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.45683623,9.941666667
O3_2008_6_11,KiO3,2008,6,11,163,Hydropsyche siltalai,5604,6.857143,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.43333333
O3_2009_4_9,KiO3,2009,4,9,99,Halesus digitatus/radiatus/tesselatus,13125,3.809524,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,NA,10.41666667
O3_2014_3_10,KiO3,2014,3,10,69,Asellus aquaticus,8691,7.619048,1.5,15,2.948,0.0054,NA,mg,15.83108904,15.83108904,11.02946866,11.225
O3_2007_4_12,KiO3,2007,4,12,102,Heptagenia sulphurea,5457,7.68,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,12.53333333
O3_2012_7_12,KiO3,2012,7,12,194,Aphelocheirus aestivalis,4335,10.28571,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,10.625
O3_2018_3_9,KiO3,2018,3,9,68,Aphelocheirus aestivalis,4335,10.28571,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,11.63718211,10.7
O3_2017_3_28,KiO3,2017,3,28,87,Heptageniidae Gen. sp.,5458,8,1.453125,14.53125,2.754,0.0108,NA,mg,17.15560931,17.15560931,10.64070401,10.96666667
O3_2014_6_12,KiO3,2014,6,12,163,Athripsodes cinereus,4369,10.4,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,10.81162656,11.625
O3_2019_4_1,KiO3,2019,4,1,91,Rhyacophila nubila,6772,6.338462,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,12.06920692,12.25
O3_2011_7_21,KiO3,2011,7,21,202,Baetidae Gen. sp.,4380,12.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.01666667
O3_2017_6_2,KiO3,2017,6,2,153,Heptagenia sulphurea,5457,8,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,10.87553422,11.16666667
O3_2015_3_17,KiO3,2015,3,17,76,Dugesia sp.,5021,5.647059,2.125,21.25,2.168,0.0082,NA,mg,6.187682513,6.187682513,10.40082664,11.05
O3_2009_4_9,KiO3,2009,4,9,99,Aphelocheirus aestivalis,4335,10.66667,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,10.41666667
O3_2012_3_21,KiO3,2012,3,21,81,Goera pilosa,5329,8.228571,1.5,15,2.839,0.0056,NA,mg,12.2211229,12.2211229,NA,10.925
O3_2016_4_25,KiO3,2016,4,25,116,Heptagenia sulphurea,5457,8.342857,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,12.20986753,11.35833333
O3_2009_4_9,KiO3,2009,4,9,99,Hydropsyche pellucidula-Gr.,13023,7.619048,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.41666667
O3_2019_4_1,KiO3,2019,4,1,91,Psychomyia pusilla,6661,19.26154,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,12.06920692,12.25
O3_2016_7_6,KiO3,2016,7,6,188,Heptagenia flava,5450,8.457143,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,11.79098499,11.29166667
O3_2015_3_17,KiO3,2015,3,17,76,Heptagenia sulphurea,5457,8.470588,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,10.40082664,11.05
O3_2011_7_21,KiO3,2011,7,21,202,Baetis fuscatus/scambus,4398,13.6,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.01666667
O3_2017_3_28,KiO3,2017,3,28,87,Ancylus fluviatilis,4310,11.42857,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,10.64070401,10.96666667
O3_2019_4_1,KiO3,2019,4,1,91,Isoperla sp.,5673,10.03077,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,12.06920692,12.25
O3_2015_3_17,KiO3,2015,3,17,76,Ephemera danica,5124,4.423529,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,10.40082664,11.05
O3_2014_3_10,KiO3,2014,3,10,69,Stylodrilus heringianus,6935,3.809524,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,11.02946866,11.225
O3_2017_3_28,KiO3,2017,3,28,87,Aphelocheirus aestivalis,4335,11.88571,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,10.64070401,10.96666667
O3_2015_3_17,KiO3,2015,3,17,76,Baetis sp.,4419,14.30588,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.40082664,11.05
O3_2016_4_25,KiO3,2016,4,25,116,Athripsodes sp.,4371,12,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,12.20986753,11.35833333
O3_2014_3_10,KiO3,2014,3,10,69,Eiseniella tetraedra,5075,2.285714,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,11.02946866,11.225
O3_2017_6_2,KiO3,2017,6,2,153,Anabolia nervosa,4300,5.714286,2.4,24,2.933,0.004,NA,mg,44.6909476,44.6909476,10.87553422,11.16666667
O3_2008_6_11,KiO3,2008,6,11,163,Atherix ibis,4363,4.571429,3,30,2.586,0.004,NA,mg,26.41773358,26.41773358,NA,10.43333333
O3_2008_6_11,KiO3,2008,6,11,163,Erpobdella sp.,5160,4.571429,3,30,2.37,0.009,NA,mg,28.51148797,28.51148797,NA,10.43333333
O3_2008_6_11,KiO3,2008,6,11,163,Theromyzon tessulatum,7034,4.571429,3,30,1.3,0.0832,NA,mg,6.924381022,6.924381022,NA,10.43333333
O3_2007_4_12,KiO3,2007,4,12,102,Anabolia nervosa,4300,5.76,2.4,24,2.933,0.004,NA,mg,44.6909476,44.6909476,NA,12.53333333
O3_2017_6_2,KiO3,2017,6,2,153,Heptageniidae Gen. sp.,5458,9.52381,1.453125,14.53125,2.754,0.0108,NA,mg,17.15560931,17.15560931,10.87553422,11.16666667
O3_2010_4_26,KiO3,2010,4,26,116,Hydropsyche pellucidula-Gr.,13023,8.4,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.26666667
O3_2010_6_28,KiO3,2010,6,28,179,Brachycentrus subnubilus,4481,10.8,1.3125,13.125,2.818,0.0083,NA,mg,11.74578248,11.74578248,NA,10.125
O3_2007_4_12,KiO3,2007,4,12,102,Hydropsyche sp.,5605,8.64,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,12.53333333
O3_2016_4_25,KiO3,2016,4,25,116,Potamopyrgus antipodarum,8251,27.42857,0.525,5.25,2.07,0.0251,NA,mg,0.776968621,0.776968621,12.20986753,11.35833333
O3_2005_3_22,KiO3,2005,3,22,81,Eiseniella tetraedra,5075,2.4,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,NA,10.10833333
O3_2009_6_23,KiO3,2009,6,23,174,Erpobdella nigricollis,5158,4.8,3,30,2.37,0.009,NA,mg,28.51148797,28.51148797,NA,10.08333333
O3_2013_7_1,KiO3,2013,7,1,182,Eiseniella tetraedra,5075,2.4,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,10.45683623,9.941666667
O3_2014_6_12,KiO3,2014,6,12,163,Ephemera danica,5124,4.8,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,10.81162656,11.625
O3_2015_7_1,KiO3,2015,7,1,182,Asellus aquaticus,8691,9.6,1.5,15,2.948,0.0054,NA,mg,15.83108904,15.83108904,11.43368182,10.98333333
O3_2015_7_1,KiO3,2015,7,1,182,Erpobdellidae Gen. sp.,5162,4.8,3,30,2.37,0.009,NA,mg,28.51148797,28.51148797,11.43368182,10.98333333
O3_2012_3_21,KiO3,2012,3,21,81,Lumbriculidae Gen. sp.,7490,4.114286,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,NA,10.925
O3_2013_7_1,KiO3,2013,7,1,182,Baetis sp.,4419,16,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.45683623,9.941666667
O3_2015_7_1,KiO3,2015,7,1,182,Baetis fuscatus/scambus,4398,16,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,11.43368182,10.98333333
O3_2018_6_7,KiO3,2018,6,7,158,Hydropsyche sp.,5605,9.142857,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,11.63243278,11.24166667
O3_2008_4_28,KiO3,2008,4,28,119,Rhyacophila nubila,6772,8.06015,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,10.35833333
O3_2007_4_12,KiO3,2007,4,12,102,Psychomyia pusilla,6661,23.04,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,NA,12.53333333
O3_2008_4_28,KiO3,2008,4,28,119,Isoperla sp.,5673,11.70927,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,10.35833333
O3_2012_3_21,KiO3,2012,3,21,81,Baetis sp.,4419,16.45714,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.925
O3_2014_3_10,KiO3,2014,3,10,69,Aphelocheirus aestivalis,4335,13.71429,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,11.02946866,11.225
O3_2008_4_28,KiO3,2008,4,28,119,Baetis rhodani,4415,16.6416,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.35833333
O3_2011_4_20,KiO3,2011,4,20,110,Isoperla sp.,5673,12,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,10.075
O3_2009_6_23,KiO3,2009,6,23,174,Hydropsyche sp.,5605,9.6,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.08333333
O3_2010_6_28,KiO3,2010,6,28,179,Aphelocheirus aestivalis,4335,14.2,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,10.125
O3_2016_7_6,KiO3,2016,7,6,188,Baetis sp.,4419,17.14286,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,11.79098499,11.29166667
O3_2018_3_9,KiO3,2018,3,9,68,Baetis rhodani,4415,17.14286,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,11.63718211,10.7
O3_2011_7_21,KiO3,2011,7,21,202,Aphelocheirus aestivalis,4335,14.4,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,10.01666667
O3_2013_4_25,KiO3,2013,4,25,115,Gammarus roeselii,5292,7.2,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,10.88388592,9.975
O3_2017_3_28,KiO3,2017,3,28,87,Psychomyia pusilla,6661,25.14286,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,10.64070401,10.96666667
O3_2015_3_17,KiO3,2015,3,17,76,Lumbricidae Gen. sp.,5900,2.823529,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,10.40082664,11.05
O3_2017_3_28,KiO3,2017,3,28,87,Baetis rhodani,4415,18.28571,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.64070401,10.96666667
O3_2002_7_2,KiO3,2002,7,2,183,Hydropsyche sp.,5605,10.4,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.58333333
O3_2007_7_20,KiO3,2007,7,20,201,Hydropsyche sp.,5605,10.46154,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,12.25
O3_2007_4_12,KiO3,2007,4,12,102,Atrichops crassipes,4374,11.52,1.5,15,2.586,0.004,NA,mg,4.399790395,4.399790395,NA,12.53333333
O3_2007_4_12,KiO3,2007,4,12,102,Halesus digitatus/radiatus/tesselatus,13125,5.76,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,NA,12.53333333
O3_2017_6_2,KiO3,2017,6,2,153,Chaetopteryx villosa ssp.,21248,8.380952,2.1,21,2.933,0.004,NA,mg,30.20850152,30.20850152,10.87553422,11.16666667
O3_2017_6_2,KiO3,2017,6,2,153,Hydropsyche pellucidula-Gr.,13023,10.66667,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,10.87553422,11.16666667
O3_2018_3_9,KiO3,2018,3,9,68,Corbicula fluminea,11176,3.428571,5.25,52.5,2.45,0.0204,NA,mg,334.2107852,334.2107852,11.63718211,10.7
O3_2010_4_26,KiO3,2010,4,26,116,Rhyacophila nubila,6772,9.6,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,10.26666667
O3_2018_6_7,KiO3,2018,6,7,158,Brachycentrus subnubilus,4481,13.71429,1.3125,13.125,2.818,0.0083,NA,mg,11.74578248,11.74578248,11.63243278,11.24166667
O3_2017_3_28,KiO3,2017,3,28,87,Eiseniella tetraedra,5075,3.085714,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,10.64070401,10.96666667
O3_2009_6_23,KiO3,2009,6,23,174,Baetis rhodani,4415,20,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.08333333
O3_2015_7_1,KiO3,2015,7,1,182,Psychomyia pusilla,6661,28.8,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,11.43368182,10.98333333
O3_2011_7_21,KiO3,2011,7,21,202,Eiseniella tetraedra,5075,3.2,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,NA,10.01666667
O3_2014_3_10,KiO3,2014,3,10,69,Baetis rhodani,4415,20.57143,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,11.02946866,11.225
O3_2007_4_12,KiO3,2007,4,12,102,Aphelocheirus aestivalis,4335,17.28,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,12.53333333
O3_2002_7_2,KiO3,2002,7,2,183,Baetis fuscatus/scambus,4398,20.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.58333333
O3_2008_4_28,KiO3,2008,4,28,119,Heptagenia sulphurea,5457,13.07268,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,10.35833333
O3_2007_4_12,KiO3,2007,4,12,102,Ephemera danica,5124,6.56,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,12.53333333
O3_2017_3_28,KiO3,2017,3,28,87,Heptagenia sulphurea,5457,13.37143,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,10.64070401,10.96666667
O3_2008_4_28,KiO3,2008,4,28,119,Asellus aquaticus,8691,13.39348,1.5,15,2.948,0.0054,NA,mg,15.83108904,15.83108904,NA,10.35833333
O3_2007_4_12,KiO3,2007,4,12,102,Lumbriculidae Gen. sp.,7490,5.76,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,NA,12.53333333
O3_2007_4_12,KiO3,2007,4,12,102,Stylodrilus heringianus,6935,5.76,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,NA,12.53333333
O3_2008_4_28,KiO3,2008,4,28,119,Psychomyia pusilla,6661,31.07769,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,NA,10.35833333
O3_2018_3_9,KiO3,2018,3,9,68,Eiseniella tetraedra,5075,3.428571,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,11.63718211,10.7
O3_2017_3_28,KiO3,2017,3,28,87,Hydropsyche pellucidula-Gr.,13023,12.57143,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,10.64070401,10.96666667
O3_2016_7_6,KiO3,2016,7,6,188,Baetis fuscatus/scambus,4398,22.17143,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,11.79098499,11.29166667
O3_2010_4_26,KiO3,2010,4,26,116,Stylodrilus heringianus,6935,6,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,NA,10.26666667
O3_2015_7_1,KiO3,2015,7,1,182,Rhyacophila nubila,6772,11.2,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,11.43368182,10.98333333
O3_2008_6_11,KiO3,2008,6,11,163,Stylodrilus heringianus,6935,6.095238,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,NA,10.43333333
O3_2014_3_10,KiO3,2014,3,10,69,Enchytraeidae Gen. sp.,5101,12.19048,1.75,17.5,1.54,0.005888437,-2.23,mg,0.483368778,0.483368778,11.02946866,11.225
O3_2009_4_9,KiO3,2009,4,9,99,Ancylus fluviatilis,4310,19.04762,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,NA,10.41666667
O3_2006_6_21,KiO3,2006,6,21,172,Ancylus fluviatilis,4310,19.2,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,NA,9.933333333
O3_2009_6_23,KiO3,2009,6,23,174,Ancylus fluviatilis,4310,19.2,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,NA,10.08333333
O3_2009_6_23,KiO3,2009,6,23,174,Aphelocheirus aestivalis,4335,19.2,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,10.08333333
O3_2017_6_2,KiO3,2017,6,2,153,Asellus aquaticus,8691,14.47619,1.5,15,2.948,0.0054,NA,mg,15.83108904,15.83108904,10.87553422,11.16666667
O3_2012_7_12,KiO3,2012,7,12,194,Baetis fuscatus/scambus,4398,23.42857,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.625
O3_2002_7_2,KiO3,2002,7,2,183,Baetis rhodani,4415,24,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.58333333
O3_2014_6_12,KiO3,2014,6,12,163,Aphelocheirus aestivalis,4335,20,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,10.81162656,11.625
O3_2019_6_18,KiO3,2019,6,18,169,Athripsodes bilineatus ssp.,21232,20,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,NA,11.95
O3_2019_6_18,KiO3,2019,6,18,169,Potamopyrgus antipodarum,8251,43.2,0.525,5.25,2.07,0.0251,NA,mg,0.776968621,0.776968621,NA,11.95
O3_2008_4_28,KiO3,2008,4,28,119,Aphelocheirus aestivalis,4335,20.21053,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,10.35833333
O3_2015_7_1,KiO3,2015,7,1,182,Serratella ignita,5131,30.4,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,11.43368182,10.98333333
O3_2014_3_10,KiO3,2014,3,10,69,Halesus digitatus/radiatus/tesselatus,13125,7.619048,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,11.02946866,11.225
O3_2012_3_21,KiO3,2012,3,21,81,Ancylus fluviatilis,4310,20.57143,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,NA,10.925
O3_2019_4_1,KiO3,2019,4,1,91,Potamopyrgus antipodarum,8251,44.30769,0.525,5.25,2.07,0.0251,NA,mg,0.776968621,0.776968621,12.06920692,12.25
O3_2007_7_20,KiO3,2007,7,20,201,Lumbriculidae Gen. sp.,7490,6.646154,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,NA,12.25
O3_2007_7_20,KiO3,2007,7,20,201,Aphelocheirus aestivalis,4335,20.73846,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,12.25
O3_2016_4_25,KiO3,2016,4,25,116,Psychomyia pusilla,6661,36,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,12.20986753,11.35833333
O3_2016_7_6,KiO3,2016,7,6,188,Athripsodes bilineatus ssp.,21232,21.37143,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,11.79098499,11.29166667
O3_2008_6_11,KiO3,2008,6,11,163,Psychomyia pusilla,6661,37.33333,0.65625,6.5625,2.873,0.0039,NA,mg,0.867970077,0.867970077,NA,10.43333333
O3_2010_4_26,KiO3,2010,4,26,116,Dugesia gonocephala,5018,11.6,2.125,21.25,2.168,0.0082,NA,mg,6.187682513,6.187682513,NA,10.26666667
O3_2015_7_1,KiO3,2015,7,1,182,Hydropsyche sp.,5605,15.2,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,11.43368182,10.98333333
O3_2005_3_22,KiO3,2005,3,22,81,Gammarus sp.,5293,11.2,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,10.10833333
O3_2016_4_25,KiO3,2016,4,25,116,Halesus digitatus/radiatus/tesselatus,13125,8.571429,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,12.20986753,11.35833333
O3_2007_4_12,KiO3,2007,4,12,102,Isoperla sp.,5673,19.68,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,12.53333333
O3_2017_6_2,KiO3,2017,6,2,153,Athripsodes albifrons,4366,23.2381,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,10.87553422,11.16666667
O3_2014_3_10,KiO3,2014,3,10,69,Baetis sp.,4419,28.19048,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,11.02946866,11.225
O3_2002_7_2,KiO3,2002,7,2,183,Baetidae Gen. sp.,4380,28.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.58333333
O3_2019_6_18,KiO3,2019,6,18,169,Baetis sp.,4419,28.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,11.95
O3_2014_3_10,KiO3,2014,3,10,69,Isoperla sp.,5673,20.57143,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,11.02946866,11.225
O3_2007_7_20,KiO3,2007,7,20,201,Baetis vernus,4427,28.98462,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,12.25
O3_2008_6_11,KiO3,2008,6,11,163,Aphelocheirus aestivalis,4335,24.38095,1.125,11.25,2.734,0.0108,NA,mg,8.077458806,8.077458806,NA,10.43333333
